id,source,rating,text
32403,Foursquare,8,"Small rooms but very well located. Don't provide breakfast nor other meals, only vending machines. Nonetheleas there are a lot of good restaurants in the street."
32403,Foursquare,8,"They say that you have to buy a ticket for WiFi, but it works for me for free. Excellent! :-)"
32403,Foursquare,8,Not that good of a hotel. Ask for a room with canal view. And avoid 4th floor. All in all nlt a good place to stay at but location is good
32403,Foursquare,6,Really small rooms
32433,Foursquare,9,It does not matter how slowly you go so long as you do not stop. -Confucius
32496,Foursquare,8,"Put a recognisable mark on your bike saddle, otherwise you'll have a lot of trouble finding it back"
32496,Foursquare,9,More luck to park in the racks next to the station past Regardz.
32496,Foursquare,10,You can try to park your bike here! ;)
32513,Foursquare,5,Perfect accommodation! The best one in Amsterdam 😍
32520,Foursquare,3,"Staff is friendly and very helpful if you need something just ask them:) Only bad thing about this hotel is rooms and restrooms are extremely small, just like staying in hobbit house. Bring small bags"
32520,Foursquare,1,The cheap bike rentals inside the hotel come with locks and lights -- and there's no reason not to get around Amsterdam on a yellow cruiser.
32527,Foursquare,2,It's the best BB  ever :-) :-) :-)
32582,Foursquare,5,Long exposure images while sitting in a Cafe right next to the canal. What else do I need?
32587,Foursquare,5,Not recommended for people with heavy luggage. This hotel doesn't have an elevator so beware. For my opinion this hotel is too efficient that it sacrifice comfortability.
32587,Foursquare,9,"The twin room in the 5th floor is a little bit too small for a twin. The carpets are a little bit smelly, but everything's fine. One more downside is they don't have elevator, so beware."
32587,Foursquare,2,"Clean but too efficient and loveless. Ok, but not cool."
32587,Foursquare,1,Great hotel in Amsterdam city centar. Clean and beautifull. Family room at first floor is the best.
32587,Foursquare,9,I want to see in the morning what's like around but nite life is very lively
32587,Foursquare,10,Nice view but cold outside
32587,Foursquare,9,Quite window view ) Don't forget to rent a bike at Waterlooplein Flea Market
32587,Foursquare,8,"Good quality,nice people.i recommend it"
32600,Foursquare,6,"Cant say nothing bad. Very great staff which can solve any problem,great location in quiet part of the city. Just be carefoul, rooms are tiny! Make sure u get the bigger room upstairs!"
32609,Foursquare,8,"Wifi access code is wifi26rooms for all three wifi networks (Hotel V1, V2, V3)"
32609,Foursquare,10,Ask for Johnny's coffee!
32609,Foursquare,4,"Room 101 has the size of a stamp, but does have a nice balcony."
32691,Foursquare,6,Very basic but clean. And a really nice and cosy atmosphere!
32691,Foursquare,6,"These upstairs like damn ones! Second floor, it's hell if you take your case with you"
32691,Foursquare,7,"Do not take the top level. The stairs are hell way too steep, especially if you have 101 luggage to carry!!"
32810,Foursquare,4,Top resort
32829,Foursquare,2,"Fabulously idyllic.  Beautiful view.  Cozy space.  Stock up on groceries and cook at ""home""."
32829,Foursquare,7,This houseboat is The perfect place for a city trip to Amsterdam.
32892,Foursquare,6,"Amazing bed, gorgeous tub (fits two) and perfect living space to just sit and write and stare outside the window."
32892,Foursquare,7,Check out this B&B with Auping Quality Beds!
32898,Foursquare,5,You wanna stay on a typical houseboat? Then this is your place
33081,Foursquare,1,Dont ask for chips on friday. Thats not allowed.
33081,Foursquare,9,Ask for the special coffee brew and use the Nespresso coffee machine.
33120,Foursquare,6,The water is gone.
33176,Foursquare,3,It's a must-visit when in Amsterdam! Cozy house in a wonderful place!
129597,Foursquare,4,The 196 bus takes you from the metro to the funicular. Otherwise it's a little walk uphill.
129597,Foursquare,8,Take 196 bus from Metro - save walking up the hill
129597,Foursquare,1,"If you're on the tourist bus take a taxi to get there with other people, it's a 3.5€ ride"
129597,Foursquare,10,City tour bus gives you a discount!
129597,Foursquare,3,When you get off the Tramvia Blau people will crowd to the ticket window to use their discount coupons. Avoid the line and use the automated ticket machines.
129597,Foursquare,10,7.7€ both ways. The easiest way to get to the mountain.
129770,Foursquare,8,Have lunch in a relaxing atmosphere
129770,Foursquare,1,Enjoy a good cocktail at Banker's Bar
129770,Foursquare,2,This place is mágical!
129770,Foursquare,2,"@ the Mandarin Oriental Hotel. Nice classy bar, perfect for an afterwork drink. Quite small. Smoking permitted in the tiny patios at one side of the room."
129770,Foursquare,6,"Try the omelette with prawns, onions and peppers (breakfast menu) - lovely."
129770,Foursquare,10,Very original cocktails in a frenzy atmosphere!!!
129770,Foursquare,3,"Best cocktails in Barcelona! Nice people, relaxing lights and great appetizers! Best afterwork in town"
129770,Foursquare,5,Tonight presentation of Barcelonaglobal.com
129770,Foursquare,5,www.totok.es personal guides & event planning in barcelona area.
129770,Foursquare,5,"Nice guitar and vocal, elegant design and friendly staff at the Banks Bar"
129770,Foursquare,2,A hide great place in the city center of Barcelona.
129770,Foursquare,4,Both Mimosa garden and Blanc restaurant are perfect work a work stroll. Ask the reception for the wifi password. Leave before lunch- or dinertime. Food is nice but way overpriced
129770,Foursquare,9,"If it's nice out, get a air in the patio, a cozy place fir a tet a tet"
129770,Foursquare,1,Best hotel in town
129770,Foursquare,7,I love this place!
129770,Foursquare,9,"Located in the very heart of the city. Check out Banker's Bar, and the outside terrace."
129770,Foursquare,2,Don't miss the view from the rooftop bar & the real remnants of the bank in the bar.
129770,Foursquare,7,Si lo pides te buscan un rincón agradable donde poder disfrutar de un buen cocktail y un buen cigarro. One of the best place to take a drink and smoke fine cigars in the city.
129770,Foursquare,5,The hot stone massage is absolutely divine.
129770,Foursquare,8,"A perfect place to take a coffee or a cocktail and smoking a fine cigar... I truly recomended! And it's near to @CasaPastorCigars, one of the best cigars cave in the city."
129770,Foursquare,3,"Great waiting staff, great cocktails, very nice atmosphere"
129770,Foursquare,9,"The first hotel by designer Patricia Urquiola is a mix of cream-colored leather ottomans and chairs, delicate latticework, and pine. Bonus: renowned chef Carme Ruscalleda’s Moments restaurant."
129770,Foursquare,6,Sunday Tea with tiffanany &Co
129770,Foursquare,4,Wonderful atmosphere at the spa! Recommend it!
129770,Foursquare,8,Must order the artichoke and pear salad!
129770,Foursquare,5,Try the signature bankers martini in the bankers bar!
129770,Foursquare,4,"awesome place for breakfast, lunch and dinner 😍 love this place a lot!"
129770,Foursquare,4,"Even as a non-guest, service was polite, courteous & warm. Could not expect less, lunch at Blanc was delicious! Try the gnocchi au gratin if you like something rich. Steak tartare was good too."
129770,Foursquare,7,"This mini-mandarin certainly does the trick in Barcelona. Service, ambience and location excellent as you would expect from a mandarin. The in-room dining is rather poor as their coffee-making skills"
130954,Foursquare,9,Get the fast wifi there!!! Great bar area with nice music... give it a try when you come to Barcelona.
130954,Foursquare,3,One of the better bestwestern hotels I've stayed in. Nice designer bathroom. Great free wifi. Get free shuttle bus as taxi will charge 20 euro minimum
130954,Foursquare,4,the elevator is just behind the television!
130954,Foursquare,3,"Chicken was surprisingly good, they know how to cook vegetables too!"
130954,Foursquare,5,"Best service Ever!!! 10 euros by taxi to Fira Varcelona, 15 euros to universitat and port olimpic!!!"
130954,Foursquare,1,Nice 4 stars hotel. I also recommend to have a lunch at the restaurant!!!
130954,Foursquare,10,"Paper-thin walls; you can hear every sound outside, in the hallway, and your neighbors talking in the next room. Food in restaurant mediocre. Beds are cheap and hard/uncomfortable."
130954,Foursquare,7,I reserved a queen size bed and they give me twins.. i asked at front and he said no availability... thank u for this 1st holiday night!
130954,Foursquare,5,Great wifi service!
130954,Foursquare,9,"Rooms echo and thin walls so be prepared to hear your neighbors cough, sneeze, talk and other bedroom sounds"
130954,Foursquare,9,"To lunch before 13H00, usually Spanish restaurants open only around 13H00 around here."
130954,Foursquare,9,Free wifi available.
130954,Foursquare,7,Room 402 wifi out of working zone
130954,Foursquare,2,The restaurant may be a lil on the $$$ side but if u can squeeze it I would...it great staff and service... and awesome food!!!!!
131233,Foursquare,2,"Exquisite restaurant - fine dining at it's highest, and the Hotel is fantastic - had the best weekend of my life here."
131416,Foursquare,5,"Generally decent hotel, lacks only attention to details & soundproofing from street noise."
131416,Foursquare,1,Room cleaning service is not good. Personal is very kind and ready to help. Furinture is old. Not ready for 4-stars. But not bad.
131416,Foursquare,4,"Room cleaning service is terrible, furniture is old. But stuff is kind and friendly. I'll try to never come this hotel in a future. Not a 4-star at all!"
131464,Foursquare,5,Freakin awesome apartment to stay! Highly recommended!
131464,Foursquare,9,Amazing place To stay in Barcelona. The restaurant is very good. Complete menu per €12.
132799,Foursquare,5,Some of the rooms smell pretty bad and the walls are very thin.
132799,Foursquare,7,"Cool location, friendly staff, good price."
132799,Foursquare,7,Very good hostel for a very good price!
132799,Foursquare,5,"Ask for the Travel Bar Free Walking Tour promoted with green posters, flyers and maps.  It's a great way to start you Barcelona visit!  The tour is tip based, you pay what you think it was worth!"
132799,Foursquare,4,Great staff and very central location
133245,Foursquare,3,Nice city views and live musaic on the terrace
133245,Foursquare,4,#NAME?
133245,Foursquare,2,Best view over Barcelona
133245,Foursquare,9,Watch the sun go down and the traffic go by and take a sip of champagne... Life doesn't get much better.
133245,Foursquare,3,"Amazing view of the central city: you can see Sagrada Familia, Casa Pedrera , Passeig de Gracia. I advice this place."
133245,Foursquare,8,great Hotel Terrace @ barcelona city
133245,Foursquare,3,"Recomiendo subir a la terraza Alaire y tomar unos aperitivos disfrutando de las vistas.I recommend you this place for the views, the music and the food. And of course, because you can smoke here."
133245,Foursquare,4,Good views from barcelona :)
133245,Foursquare,10,Feel free to go there ! And any hotel terrace. Cf. the majestic as well ! Must go places !
134115,Foursquare,5,"Beautifully decorated terrace. Good cocktails, good food. A piece of calm and quiet on Barcelona's most chaotic street. A place where you can spend hours and hours."
134115,Foursquare,9,A classic modern terrace to take a drink and enjoy a Tapa from chef Carles Boronat. Smokers allow.
134115,Foursquare,6,Enjoy the rooftop terrace!!
134115,Foursquare,4,Make sure you have brunch one morning on the rooftop terrace to enjoy the cool morning air and the view. You won't need to eat again until dinnertime. It's a lot of food!
134996,Foursquare,10,The staff here are amazingly friendly and helpful! Really enjoyed my stay here :)
134996,Foursquare,2,"Great place to stay, friendly people and really nice staff"
134996,Foursquare,5,Brilliant hostel!! Great staff. Clean!! Worth it!
134996,Foursquare,7,"great hostel, the staff are very helpful & friendly, highly recommended"
134996,Foursquare,4,Homey place
134996,Foursquare,2,I stayed here for more than a week and was thoroughly impressed and thankful for their kindness humor and recommendations. I suggest staying here highly.
134996,Foursquare,3,Extremely friendly staff and wonderful atmosphere.  Also located by the Block of Discord on Passeig de Gràcia.  I highly recommend it here!
134996,Foursquare,3,Friday Night: Tapas' Day at the Hostel!
134996,Foursquare,9,Made it to Barcelona.  Such a beautiful city!
135177,Foursquare,10,Cava only 12€ a bottle :)
135177,Foursquare,3,These tapas blow my mind!!!! :D
135884,Foursquare,6,Unique tours on a 65 year old classic sailboat.
135884,Foursquare,3,"The Sailing Club @ Classic Sail Barcelona offers regular sailing for beginners and experienced sailors alike. If you want to get hands-on with a classic sailboat, join the club!"
140323,Foursquare,2,Official Website http://www.pensionfrancia-barcelona.com/
140323,Foursquare,5,"Good rooms, great location! Close to shops, bars, subway station Barceloneta and the beach."
140323,Foursquare,4,Good rooms for two person. Clean and nice place. Location is great!
140323,Foursquare,1,So so 30 euros for a single but the pension is really loud with the shutting of doors.   Overall i think there are better places.
140676,Foursquare,1,"A makeover of this grande dame added 42 suites accented with patterned wallpaper. If it’s a glass of Veterano (Spanish brandy) you’re after, don’t miss the clubby Rien de Rien bar."
140676,Foursquare,3,"Most elegant hotel to stay in Barcelona! Completely refurbished. Everything is new, but they maintained the old world style of hotel. Michelin Star restaurant, Caelis & amazing 'speakeasy' style bar."
140676,Foursquare,3,Check out this Hotel with Coco-Mat Quality Beds!
141469,Foursquare,8,Try the Gazpacho and the Guacomole with nachos!
141469,Foursquare,4,Super cool location for a view of the city!
141918,Foursquare,3,Big rooms and fully equipped!
146058,Foursquare,1,"Great place to stay, less than 300 euros x night, apartment holds up to 8. Great sea views! w/pool, gym and more! Next to CCIB and Diagonal Mar mall. www.akiraflats.com or call +34699957412 to book!"
146446,Foursquare,7,"private party  about an artist studio: design, painting, multimedia & experimental performance art*dj & vj with good wine, and something vegan to eat. reservations por e-mail: lutxana@lutxana.org"
146446,Foursquare,10,pinturas originales. marketing online genial.
147942,Foursquare,10,2 x 1 the price for visit inside the house
152128,Foursquare,10,The best hostel I've ever stayed in!
157785,Foursquare,7,Perfect place to stay when in Barcelona. Super friendly neighborhood and host. 👌
158017,Foursquare,5,"Great rooms, good service, nearby the city!!"
158628,Foursquare,8,"This is more than a hostel, modern instalation, cool atmosphere, private rooms and a superb terrace...! www.yourspainhostel.com/a_852_en/twentytu-hostel.html"
161829,Foursquare,7,"The view is amazing, but make sure you shut both curtains before you go to bed  or you are going to wake up very early."
163984,Foursquare,7,Oww yeah!! El alcalde is in da house!! Jaja...
165744,Foursquare,7,Be sure that you check out the pool in the backyard....it is amazing
166447,Foursquare,1,Brand new hotel. Great service from all staff! Amazing location. Between casa mila and casa batilo!!!
166447,Foursquare,10,Nice bar in the terrace for the hot summer afternoons and nights.
168822,Foursquare,3,Reserves a: www.hotelsambdo.cat
169603,Foursquare,10,Excellent Bed and Breakfast and the owner (Xavier) is such a nice guy!
169603,Foursquare,3,Excelent location. Really nice place and the owner (Xavier) is such a nice guy!
91904,Foursquare,1,Do not try the kaviar at breakfast! Leave! Run! Fast!
91921,Foursquare,4,Nice room and breakfast buffet. The scrambled eggs where a disappointment though.
91921,Foursquare,8,Beware of Dodgy staff! They tried to make me pay 4 times more. Just ask for manager if that happens
91921,Foursquare,5,Cap off your day with a drink at the bar.
91921,Foursquare,6,"dodgy staff and the business rooms are awful-dirty walls. dark spots on curtain, dirty sheets... the only plus: free WiFi"
91921,Foursquare,4,Enjoy free wifi!
91921,Foursquare,10,It can only be the president rooms how give this hotel 4*. Free movies and breakfast to 11 is only for them. The free WiFi and cleaning staff is giving it a 3* from my point.
91921,Foursquare,8,"Rooms are very small and I really don't understand how this hotel can have 4*. The only plus here is actually the ""free Wifi"""
91921,Foursquare,9,"Dirty, smelly rooms. A big disappointment.  4* ? They must be kidding..."
91921,Foursquare,7,Summer in the City                                                                     All short bookers stay for 65 € * in our beautiful comfort rooms and get our delicious buffet breakfast for free
91942,Foursquare,7,Is a shit. Is like the witch's house. The bed are broken and you sleep in a sofa. The ladders are very very old and lift too. The breakfast is the only thing that you can eat.
91989,Foursquare,5,This is heaven :)
91989,Foursquare,10,"4 stars, really?!"
91989,Foursquare,5,No airconditioning in the old building. Choose the new building on the right.
91989,Foursquare,6,They have really nice glühwein 
91989,Foursquare,8,The two parts of the hotel that you must not miss are the Spa/Fitness area and the Bridge Bar.
91989,Foursquare,6,"Great hotel, perfect treatment, good service and food, comfortable rooms. Near the city centre, you should really come here if you are in Berlin."
91994,Foursquare,5,Haircut downstairs
91994,Foursquare,4,Try to get a penthouse here. Amazing view over Berlin.
91994,Foursquare,2,Don't forget to ask for the complimentary drinks.
91994,Foursquare,6,"Nice hotel. Different, but nice!"
91994,Foursquare,6,The place to stay at while in Berlin
91994,Foursquare,9,"By far the nicest place to stay in Berlin. Cross between design hotel & serviced apartments. Amazing value for money too, but book well in advance as tends to be fully booked almost all the time..."
91994,Foursquare,9,Where are the nuts?
91994,Foursquare,10,Great location and great restaurant.
91994,Foursquare,1,"Wow! Great design, great service, Aveda soaps, everything is Adidas-branded and a nice atmosphere"
91994,Foursquare,8,Rooms and service are great.
91994,Foursquare,1,Simply Food Online -comfortable and free of charge at  http://www.pizzaliefer.de/pizza-liefer-service-germany/berlin
91994,Foursquare,3,Awesome location which hosts a free buffet starting from midnight. Friendly and helpful staff who give Internet Access for free if you ask kindly. Favourite place with The Weimeister together. 5 star
91994,Foursquare,6,Great people. Love THE place ( not only because everything is addidas branded) great service at the restaurant ..
91994,Foursquare,4,Amazing hotel in the heart of the Mitte. Friendly service and beautiful design. Ask for the odd number rooms which are quiet and have the park view.
91994,Foursquare,9,Unfortunately they started charging for Wifi - not exaptable. Otherwise a stylish hotel with friendly staff.
91994,Foursquare,7,"Very good. Don't be put off by an unorthodox shower placement, it'z great..."
91994,Foursquare,4,Internet is not free - 10 euro per 24h.
91994,Foursquare,5,Gr8 service fri3ndly people
91994,Foursquare,3,Can't make my mind up on whether I love or hate this place. It's certainly very different to the hotels I normally stay in!
91994,Foursquare,10,"Very nice hotel/apartments with friendly staff. WiFi is not cheap (bad signal too) and only for 12 hours though they advertise with ""24 stunden"".  Other than that nice and centrally located!"
91994,Foursquare,3,"Very Nice but NO BREAKFAST !!! The restaurant ont finished yet and the breakfast is served at the hotel next door..,"
92008,Foursquare,10,Great breakfast! :) Wifi very expensive :((
92008,Foursquare,5,"Tip for receptionists:  behave more customer friendly, hide your arrogance, say hello to your guests and try to put à smile on your face."
92008,Foursquare,10,Free Wifi in the lobby is limited to 30 minutes!
92008,Foursquare,2,Try the free water in the lobby. There are free candies too!
92008,Foursquare,9,Im here if you speak english dont come here. They are very unpollied and dont care about that you said. This is a hotel for a germany people that is so bad
92008,Foursquare,8,"Wi-Fi is a very costly service here! No need to pay for Internet in the 21 century, especially with room rates of a hundred euro."
92008,Foursquare,1,"Friendly hotel staff, decently cleaned rooms, excellent start for eastern Berlin. Just insanely priced wifi, nothing more ;-)"
92008,Foursquare,2,Don't take the room next to the train station. The wifi speed is excellent...
92008,Foursquare,9,Wifi service is unclear and too expensive...
92008,Foursquare,4,Ask the lobby for the password to the Internet. Free!
92008,Foursquare,9,WiFi's free!
92008,Foursquare,6,"The complimentary Internet access is so slow, it's not usable at all. 'Business Internet' sets you back €9,90."
92008,Foursquare,9,Free Internet access codes are available at reception
92008,Foursquare,3,"Most helpful ,friendly reception staff of all 100+ hotels hotels I visit yearly ! A+++"
92008,Foursquare,4,"Nice hotel. There is a train station nearby but the sound isn't annoying. Free Wifi, (although it's not fast) friendly staff and in the middle of the city close to most touristic attractions."
92008,Foursquare,9,The best location for sightseeing visit.
92871,Foursquare,5,"Currently in need of winter shoes for men - if you have some, donate them here."
92975,Foursquare,2,Nice staff and good service.
92975,Foursquare,7,Great breakfast buffet with make your own waffle station. Availible to non guests as well.
92975,Foursquare,3,"Kind staff was the highlight. Otherwise nothing special, though it's clean and gets the job done."
92976,Foursquare,7,Nice rooms. Service is poor. Bar sucks.
92976,Foursquare,10,"Really nice place!! Had a very nice stay here, its close to all big sights has a huge breakfast buffet and I other than the guys before me liked the bar alot!"
92976,Foursquare,10,"For the cost I thought this was good, breakfast, service, room maid all good. Bad is the bar (it's the foyer!) and the toilet paper (I felt as if I'd been bum raped!)"
92976,Foursquare,3,"Have a relaxing sleep in the rooms which offer modern amenities such as multifunctional flat screens, in-room safes and the latest multimedia equipment."
92976,Foursquare,1,WiFi is only available on ground floor - certainly not in guest rooms however wired connection is available - bring your own Ethernet cable though
92976,Foursquare,5,"Great place to have as a base for exploring the city. Start at checkpoint Charlie! Nice staff, impressive rooms, luxury breakfast."
93279,Foursquare,10,Nice appartments near a nice shoppingstreet! 2 blocks away from nice restaurants and smaller shops! Nearby the subway. Comfertable foldingup bed becomes a sofa and you have a livingroom.
93279,Foursquare,1,"It's a very nice and not expensive apartment place, the  rooms are news,whit a little kitchen and it's near different metro station. A good position to visit Berlin."
93279,Foursquare,3,Nice place but no wifi Internet in rooms.
93279,Foursquare,9,"Nice, cheap and cozy. Definitely yes to choose when staying in Berlin. Quiet place in the heart of the city."
93279,Foursquare,9,Very nice apartments and well situated near the heart of the city and major shopping destinations. Apartment rooms are so good planned and very comfortable. Would definitely recommend to stay.
93279,Foursquare,6,"Nice and helpful staff, good apartments... wi-fi only in the lobby, internet in the room by cable only..."
93279,Foursquare,2,"They are installing wifi now. Pro tip, bring your computer and a cable, then set it up as your own local hotspot for free wifi ;)"
93509,Foursquare,1,The Sony Centre is just right around the corner--great food and drink choices are to be found here.
93837,Foursquare,4,Check out happy Hour Drinks and à Great View from the roof Top bar @ 7th Level
93837,Foursquare,9,The bar is awesome.
93837,Foursquare,3,try their great breakfast!
93837,Foursquare,4,A Great hostel in Berlin. With a bar on the roof. Happy Hour Beer for 1€
93837,Foursquare,5,Happy hour!!!
93837,Foursquare,2,#NAME?
93837,Foursquare,5,Every time somebody enteres the Wombar clap and cheer and get a free shot!
93837,Foursquare,6,Beware of the unfriendly front desk.
93837,Foursquare,3,Probably the best hostel in Berlin. €1 beers from 6-8 and 11-12 every night!
93837,Foursquare,5,"Best hostel in Berlin! Clean, organized, good price, happy hour with 1 euro per beer, nice sunset at the roof top bar"
93837,Foursquare,10,"Probably one of the best hostels I've stayed in, friendly environment, lovely and very helpful staff. Solid!"
93837,Foursquare,9,a great hostel! Be sure to have some beer in the bar!
93837,Foursquare,1,Great hostel and roof bar with a pool table!
93837,Foursquare,7,"Amazing Hostel. Very good services, clean, free internet and it's next to everything in the center of Berlin"
93837,Foursquare,6,wifi pass - dance4me. internet works in lobby and in wombats bar.
93837,Foursquare,6,A really great hostel! Very clean and big rooms. The rooftop is great! The breakfast is amazing!
