id,source,rating,text
29324,Foursquare,0,Simple but good breakfast. Try the scrambled eggs with toast.
29324,Foursquare,1,Tasteless sandwiches for lunch. You'll need lots of salt and pepper.
29324,Foursquare,7,software borrel
29324,Foursquare,2,Scroppino tastes well
29324,Foursquare,5,Search for Monsters...Monsterboard.nl is around the corner.
29324,Foursquare,9,"Retro Scandinavian interior. Great for breakfast, lunch or drinks in the evening. Bit out of the way but worth a visit. Get the number 1 tram."
29324,Foursquare,10,Watch your bill! Might be paying for your neighbours )-:
29324,Foursquare,6,The ultimate winter-caffe!
29324,Foursquare,9,"Meet early in the morning with your clients @ Oslo, relaxed place for biztalk."
29324,Foursquare,10,"Go to Caffe Oslo, order a Scroppino and have diner before."
29328,Foursquare,0,"Lovely neighborhood, although beware of wild cyclists!"
29330,Foursquare,4,"For live indie bands, the OCCII is the best! -Red Light Radio"
29330,Foursquare,2,Only 7 Euros for excellent concerts. From Indie to Jazz and Hardcore.
29331,Foursquare,9,"Terras in the sun, nice people, always the smile, good service!"
29331,Foursquare,10,Great place To Chill after a hard working week!!
29331,Foursquare,0,Great place to have a drink and say goodbye
29331,Foursquare,6,Great place to have a drink and say goodbay
29331,Foursquare,9,Good drinking spot for business.
29331,Foursquare,2,Work that stripper pole. Shake what your momma gave ya!
29331,Foursquare,9,Terrible wine!!
29331,Foursquare,5,Pretty nice bar for a quick drink.
29332,Foursquare,9,"If you are talented, play the piano!"
29333,Foursquare,3,A great park to go for a walk
29338,Foursquare,2,"Musical school. Drama, dance, singing, tap dancing, ballet"
29339,Foursquare,2,"Dutch heritage bar. Ask for the ""bitterballen"" or other fine Dutch cuisine. Pay special attention to the Andre Hazes memorial behind the bar."
29341,Foursquare,4,1961/62 European Champions Clubs’ Cup final - Benfica 5-3 Real Madrid: Ferenc Puskás scored his second European Champion Clubs' Cup final hat-trick for Madrid but was upstaged by Eusébio.
29343,Foursquare,1,"Did you know Fanny Blankers-Koen still holds the Phanos-record for the women's 100m (10,5 sec)?"
29345,Foursquare,3,Super busy on Friday afternoons
29345,Foursquare,3,You better arrive to check in earlier: at 12:00 you will have a pretty good chance to meet deafining crowds of junkies
29346,Foursquare,5,Great for Running too
29348,Foursquare,0,Try them all.
29348,Foursquare,8,Amsterdams (newest) best kept secret. Make sure to try the 'Mercenary' beer.
29357,Foursquare,0,IDO EU championship was here. A whole week of dancing and performing - the stadium hall is really nice and big enough to perform :)!
29357,Foursquare,0,International Archery Tournament going on here! The best of the best compete this weekend!
29357,Foursquare,2,The new fencing season has started @Zaal Amsterdam Zuid. Please join us for a complementary introduction session on Tue or Thu.
29357,Foursquare,2,Every year in august: 3 day kendo seminar.
29357,Foursquare,10,Join Fencing Club Zaal Amsterdam Zuid. Provides group and private classes.
29358,Foursquare,5,"After-office squash, great way to close off a busy day"
29358,Foursquare,6,Scherm lessen@ SCA you should try  before you die!
29361,Foursquare,6,"Great swimming, and nice bridge to jump from :-)"
29363,Foursquare,3,Has been a long time since olympics were here.  Couldnt do it now.
29365,Foursquare,9,don't forget to hug the fluff!
29376,Foursquare,2,Best place to be if your child should be in a Hospital! #VUmc
29387,Foursquare,10,A farm! Only fifteen minutes by bicycle from Amsterdam Central Station! OMG!
29387,Foursquare,4,Love the pancakes!
29387,Foursquare,1,"Pancakes and food until 16h, but great relaxing place near the busy center"
29389,Foursquare,4,Try it all!
29403,Foursquare,2,"Well here it is, now on foursquare!!"
29404,Foursquare,7,Gotten sick after eating apple pie. Avoid this place.
29404,Foursquare,3,"I've never been able to get inside, because the opening times on FB don't align with the actual ones. This place better serve good food once I make it in there..."
29404,Foursquare,8,wi-fi network: 331west wi-fi password: 331koffie - via 4sqwifi.com
29408,Foursquare,4,"Just THE best place to rehearse , it's inspirational"
29408,Foursquare,9,"Still the best rehearsal space in Amsterdam. Bee is affordable, huge smoking area and helpful, friendly staff."
29408,Foursquare,9,The only and only place for rehearsels ever since our start early 2004.
29408,Foursquare,9,What's good? The music!@
29408,Foursquare,6,"Great quality studios for rehearsal. Great location too, right in front of the beautiful Westerpark."
29412,Foursquare,3,A bridge with a point of view.
29412,Foursquare,0,Don't go while the bridge is up... You'll fall down and get wet...
29414,Foursquare,2,Watching the game... Having a Bud...
29415,Foursquare,7,Wifi in aug '13: Trefffers3840: 1056GK3840
29415,Foursquare,10,"Biertje? After looking at the 4 taps that say Heineken, Turlijk! It's a dive, which makes it fun. Plus they have pool."
29416,Foursquare,7,New baby goat
29421,Foursquare,6,Good for chilling... don't know
29421,Foursquare,6,Why did the model stare at the orange juice carton?
29423,Foursquare,8,Lovely place great service but bring cash😊
29423,Foursquare,0,The hamburger with bacon is both cheap and delicious!
29426,Foursquare,5,Check out the bunker on the far end of the plein
29428,Foursquare,4,"Great food, great drinks, great service!"
29428,Foursquare,1,Great food and wine but slow service...
29428,Foursquare,4,"Great, quiet terrace at the sunny south, and for rainy days several seating areas from a wide spacious bar to cosy couches to lounge and dine."
29428,Foursquare,0,Great food! Nice wines! Perfectly situated!
29433,Foursquare,3,Best spare ribs you can find around
29433,Foursquare,2,Average food at an above average price. And that's if you can get the attention of the one waitress. Nice spot to sit at the park and have a beer but if you want food go to the frituur next door.
29433,Foursquare,10,"Spareribs is the best in Amsterdam, and other dishes are not recommended, is disappointed at the steak..."
29433,Foursquare,2,The saté is prett damn epic here. Basically everything on the menu is for people with major appetites.
29454,Foursquare,10,This was just epic.
29457,Foursquare,9,Ask about the famous lemon cheesecake
29478,Foursquare,7,Awakenings !! Best party in town
29478,Foursquare,8,If you come to TheNextWeb don't forget to download FLASHiZ app to pay anywhere www.flashiz.com
29478,Foursquare,10,Awakenings is a MUST!  Don't miss the chance to see a hell of a show
29478,Foursquare,7,No gas. Sorry.
29478,Foursquare,1,Awakenings is one hell of a show! The laser display is one of the most incredible you'll find around.
29481,Foursquare,6,"Grab a Brand Weizen, have some nuts and watch a movie."
29481,Foursquare,3,"In 2013 this is the main location of TranScreen, the Transgender Filmfestival, may 8th- may 12th."
29481,Foursquare,10,Schrijvers Theater @MC
29481,Foursquare,4,A movie theater with a twist
29481,Foursquare,7,Every third Monday of the month - Amongst Friends - the sneak preview with a personal touch www.amongstfriends.net
29481,Foursquare,1,"Terrace on the Back of the  building, best place in Westerpark for late afternoon and evening sun in summer!"
29481,Foursquare,8,"Terrace on the Back of the  building, best place in Westerpark for late afternoon and evening sun in summer!"
29481,Foursquare,6,One of few nice cinemas left in Amsterdam.
29481,Foursquare,4,A nice arthouse cinema tucked inside of westerpark. Many of the films are not in English so call about subtitles. Go there just for their beautiful attached cafe for cheap beers and coffee.
29481,Foursquare,4,Amongst Friends every 3rd Monday of the month. Always good movies!
29481,Foursquare,9,Go to Amongst Friends - The Sneak Preview with a personal touch. Every third Monday of the month at 8PM. only 6 euros.
29481,Foursquare,9,Go to Amongst Friends on the 3rd monday of the month. Receive free Jameson and a good movie.
29481,Foursquare,4,can't check in here somehow...
29481,Foursquare,7,wifi password = filmhuis123
29481,Foursquare,1,Free wifi! Password: filmhuis123
29481,Foursquare,9,"Unlock de Harry Potter Foursquare badge, recht op 25% korting http://t.co/Flvczvr"
29481,Foursquare,3,wifi: filmhuis123
29484,Foursquare,0,Nice food and drinkd
29485,Foursquare,8,Cool live jazz gigs every Friday hosted by Radio 6! And it's free :-)
29486,Foursquare,3,"Cuddling time! Get your dose of rabbit cuddles Wednesday 14:30 - 15:30, Friday 11:00 - 12:00, Sunday 13:30 - 15:00."
29490,Foursquare,2,Lecture Room - PICNIC Festival - www.picnicnetwork.org
29493,Foursquare,5,"Pizza secret society in the back of Gallery 33. Only open on fridays around noon, Invite only!"
29502,Foursquare,7,"Say Hello to Henkie Wonka, the ultimate chocolate chief. He will give you a warm and tasty welcome!"
29504,Foursquare,5,Toplocatie:-*
29505,Foursquare,7,Great playground for kids
29509,Foursquare,0,"You can find everything you need in this lovely neighbourhood, from organic food stores, great restaurants and ethnic shops!"
29509,Foursquare,7,"If u enter 4digits, it gives u cash."
29511,Foursquare,9,Brave new hipsters!!!
29511,Foursquare,2,"The venue has a cool look and feel, and the razzpirinha is absolutely delicious."
29511,Foursquare,9,former squatter turned hipster vintage hangout
29511,Foursquare,10,"Cocktails, local music and beers in the basement!"
29511,Foursquare,7,Have the Crime Passionel cocktail and watch a band perform downstairs
29511,Foursquare,8,Look for the door buzzer that reads ‘111 Nieuwe Anita’ – otherwise you’ll be ringing the buzzer for the next door neighbor’s house.
29511,Foursquare,5,In Anita's basement check out the Subbacultcha events!
29511,Foursquare,3,#bestcocktail @amsterdam #award 2011 ... mine was the amazing zombie #cockta
29511,Foursquare,1,Don't bother at weekends. They charge entrance.
29511,Foursquare,0,"""De Nieuwe Anita in the west is also a really cosy party venue at the weekends. The entrance fee is usually only €3, and it has a 1950s retro atmosphere."" -Amsterdam Student"
29511,Foursquare,3,"Ask for kes and meier at the bar tonight, and i guarantee you'll have a blast."
29511,Foursquare,0,"Nice venus with nineties berlin feel. good for altrock, literatuur and lofi art events."
29511,Foursquare,0,No plans for Monday night? Check Cinemanita: a short and a full length movie for just 2.50 which also includes a great lecture on film history.
29511,Foursquare,9,One of the best places in Amsterdam to catch a beer or dance your ass of.
29511,Foursquare,8,Great place for alternative music and alternative people.
29511,Foursquare,10,"I love DJing here, I love hanging out here, I just love it."
29511,Foursquare,7,go dance and drink cocktails in the basement and try to organize a game of musical chairs in the upstairs area
29511,Foursquare,4,Great alternative bar and club in Amsterdam West
29512,Foursquare,3,"The terrace is situated in a cute park, with a view on Amsterdam houseboats. They serve excellent herbal tea."
29512,Foursquare,4,Perfect wrong Koffie
29514,Foursquare,1,Best beer in town!!! Seriously recommended! :)
29515,Foursquare,3,The statue of the blue violin player (1982) is made by a secret sculptor..after all these years he/she is still anonymous. http://nl.wikipedia.org/wiki/De_Onbekende_Beeldhouwer
29515,Foursquare,6,Endotherm the Lovely statie also known as: man probeert lijn 10 te halen.
29516,Foursquare,2,Free wifi ask at the bar
29516,Foursquare,5,Absolutely awesome for laboratory-constant ski-technique practice!
29517,Foursquare,5,Ask for The Daily Meat / Fish / Vegetarian. - Man spricht deutsch.
29517,Foursquare,8,State at people exercising while you drink beer
29517,Foursquare,2,Ask for Brand instead of Amstel tap beer.
29517,Foursquare,7,Great place for local entertainment
29519,Foursquare,8,Friendly staff and great quality tables - it's just over 10 euros per hour. Would recommend - enjoy!
29519,Foursquare,6,Great for pool and drinks
29519,Foursquare,1,Beat coffee and pool in town. It's a must do!!!
29519,Foursquare,6,Best place for pool in Amsterdam! Quality tabels and service.
29519,Foursquare,5,This is without any doubt the best pool place in town!
29519,Foursquare,8,"Serious pool place, games are half price on Sunday."
29519,Foursquare,6,Really friendly staff. Solid music selections. Great tables. All-round winner. Sundays is half-price.
29519,Foursquare,7,Great pool hall. Modern and chic with cool music.
29520,Foursquare,4,Nice place. Good music. Beautiful people
29520,Foursquare,1,"Can get very hot, use the dancefloor where the aircon is on full blast! Place is run by volunteers, hence the cheap drinks, so don't forget a donation when you leave!"
29520,Foursquare,1,"for any lesbigayvisitor sunday's night : de Trut. Former squatters-place Crowd is young, artistic, creative, humorous and cheap drinks ( beware of the worse hangover,funworthy)"
29521,Foursquare,3,Great bar with a lovely staff and... Pergect custom hamburgers!!! 😄 pa and nice beers too!! 😋
29521,Foursquare,8,Good no nonsense cafe with decent food for fair prices. Great to hang around with locals or the fairly crazy bartender Koen.
29521,Foursquare,6,Great pubfood!
29523,Foursquare,5,I've asked to the bartender which kind of whiskeys did he have and he didn't answer me but he indicated to me some bottles that held pretty far from my sight in a very little polite way.Not good.
29523,Foursquare,5,"Had a BLTC: bacon, sla,tomaat en kip. Z had the pastrami. Excellent food and nice view of the piazza."
29523,Foursquare,2,"Nice crowd, good service, professional kitchen, close to Vondelpark, Museums and Trams"
29523,Foursquare,2,Best place for a de koninck or a grolsch in the terrace. Super crowded with people in sunny days
29523,Foursquare,0,my local forever.
29523,Foursquare,0,"Free wifi and very close 2 van goah museum, tram2 to go here."
29523,Foursquare,8,The Hamburger is very tasty! Try it!
29524,Foursquare,6,Most relaxing place I´ve ever been to!
29524,Foursquare,2,Come see waylon :D
29524,Foursquare,9,"In the summer, this theater offers free music, comedy and dance shows every weekend. See http://www.openluchttheater.nl/"
29526,Foursquare,6,"Late Night comedy, for sure!"
29526,Foursquare,7,Go to Late Night Comedytrain on Saturdays (in Dutch)!
29526,Foursquare,0,"Lovely venue, nice staff and varying from funny to very  good performances. July & August = International Comedy Festival!! Always  a great laugh for less than € 15,-"
29526,Foursquare,5,Always good comedy!!
29531,Foursquare,1,Tennis level is good.... Specially for a glfer. But fun anyway
29533,Foursquare,5,Loved the borrel hapjes
29533,Foursquare,3,very crowded especially after work 6pm-7pm.
29533,Foursquare,7,Seems to be a restaurant but food was served cool and the service is very bad
29533,Foursquare,9,"Nice restaurant, food was ok."
29533,Foursquare,8,Italian sandwich is lovely! Great value for money
29534,Foursquare,2,Invitation only - guestlist
29535,Foursquare,8,also a temporary sculpture/instalation of art zuid in lobby ito-toren!
29537,Foursquare,5,Dont worry; just cross this bridge when you get to it.
29541,Foursquare,9,The tennis court has ceased to exist :(
29556,Foursquare,9,sorry for inconvience
29556,Foursquare,8,create the best house party with Yeni Rakı :-)
29575,Foursquare,7,For a great night of karaoke or playing bingo.
29575,Foursquare,3,Great to bring your kids during the day. They have a small 'pierebadje'.
29575,Foursquare,7,"Location is better than the venue, average food but nice staff...oh the place is converted pre-fab buildings, not so nice"
29577,Foursquare,2,They have a 'big' menu to show you. Service is friendly and food is good. If you have sonething to celebrate or some meeting then this a perfect place.
29578,Foursquare,0,"Nice relaxed spot to have lunch, diner or a friday afternoon afterwork drink. Check sneppers.com"
29584,Foursquare,1,This is the best cafe in Spaarndammerbuurt. You should order a saté.
29591,Foursquare,5,We love cheese. You are always welcome when you bring cheese. ;)
29591,Foursquare,0,"Never miss the real espresso! And beware of the chihuahua, she likes to hug a lot!"
29594,Foursquare,2,"Enjoy Walvis, Pinsa's or Menselife!"
29597,Foursquare,4,"Just a few blocks away from the hubbub of tourists is the Jordan section. Peaceful and full of boutiques and eateries, it is quintessential Amsterdam canals minus the rush of tourists."
29597,Foursquare,5,"Dom says: ""One great district to visit is the ""Jordaan"" area. It's where a lot of boutique shops are, old canal houses and great little cafes/restaurants."""
29597,Foursquare,5,You can't visit Amsterdam and miss the Jordaan
29597,Foursquare,6,"Lovely,picturesque..typical Amsterdam..::))"
29598,Foursquare,4,Check times! Sometimes kids only.
